ID,Name,Price_HUF,Registration_date,Age,Color,Cylinder_capacity_cm3,Transmission,Performance_HP,Performance_kW,Nr_pictures,Condition,Fuel_type,Kilometers,Link
4,HONDA CIVIC 1.4 Comfort,2999990,2013,6.833000000000084,Fehér,1339,Manuális,99,73,0,Kitűnő,Benzin,93000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_comfort-16574817
5,HONDA CIVIC 1.8 Sport Special Edition,2999000,2010,10.083000000000084,Fekete (metál),1799,Manuális,140,103,12,Kitűnő,Benzin,129455,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_special_edition-16104896
6,HONDA CIVIC 1.8 Sport 3 ÉV GARANCIA/ALUFELNI/DIGITKLÍMA/RADAR/TEMPOMAT,2999000,2011,9.666000000000167,Barna (metál),1799,Manuális,140,103,12,Megkímélt,Benzin,139000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_3_ev_garancia_alufelni_digitklima_radar_tempomat-16384701
7,HONDA CIVIC 1.8 Sport,2999000,2011,9,Piros,1799,Manuális,140,103,12,Sérülésmentes,Benzin,91271,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport-16415493
8,HONDA CIVIC 1.4 Sport,2999000,2012,8.5,Zöld (metál),1339,Manuális,99,73,12,Megkímélt,Benzin,102736,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport-16556731
9,HONDA CIVIC 1.4 Sport,2999000,2013,7.583000000000084,Piros (metál),1339,Manuális,99,73,6,Sérülésmentes,Benzin,116549,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport-16558312
10,HONDA CIVIC 1.8 Sport Special Edition Tolatóradar.Led.Tempomat.Digitklíma.17-es alufelni!1tulaj!Szervizkönyv!!!,2990000,2011,9.583000000000084,Piros,1799,Manuális,140,103,12,Sérülésmentes,Benzin,119850,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_special_edition_tolatoradar_led_tempomat_digitklima_17-es_alufelni1tulajszervizkonyv-16402078
11,HONDA CIVIC 1.6 i-DTEC Sport Magyarországi szervizkönyves!,2989000,2015,5.416000000000167,Fehér (metál),1597,Manuális,120,88,12,Kitűnő,Dízel,182465,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_6_i-dtec_sport_magyarorszagi_szervizkonyves-16556683
12,HONDA CIVIC 1.6 CTDi Comfort KLIMA! ELEKTROMOS ABLAK! TEMPOMAT!,2987000,2013,7.666000000000167,(metál),1597,Manuális,120,88,12,Normál,Dízel,141000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_6_ctdi_comfort_klima_elektromos_ablak_tempomat-16553520
13,HONDA CIVIC 1.8 Sport Special Edition Gt,2980000,2010,10.166000000000167,Fekete (metál),1799,Manuális,140,103,6,Megkímélt,Benzin,73000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_special_edition_gt-15938734
14,HONDA CIVIC 1.6 CTDi Sport,2950000,2013,7.5,null,1597,Manuális,120,88,9,Kitűnő,Dízel,201500,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_6_ctdi_sport-16427269
15,HONDA CIVIC 1.8 Sport,2920000,2011,9.083000000000084,Ezüst (metál),1799,Manuális,140,103,12,Kitűnő,Benzin,89072,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport-16432648
16,HONDA CIVIC 1.4 Sport ÚJ MODELL-ÚJ GUMIK-T.KAMERA-EXTRÁS,2950000,2012,7.916000000000167,Szürke (metál),1339,Manuális,99,73,12,Megkímélt,Benzin,146000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_uj_modell-uj_gumik-t_kamera-extras-16536599
17,HONDA CIVIC 1.4 Sport Téli/Nyári kerékkel,2949000,2012,8.5,Sötétzöld (metál),1339,Manuális,99,73,12,Újszerű,Benzin,113230,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_teli_nyari_kerekkel-16271016
18,HONDA CIVIC 1.8 Sport 1 év garanciával eladó!,2899000,2010,10.583000000000084,Fekete (metál),1799,Manuális,140,103,11,Normál,Benzin,171450,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_1_ev_garanciaval_elado-16536705
19,HONDA CIVIC 1.4 Comfort Magyarországi 118.000km,2890000,2012,8.083000000000084,Zöld,1339,Manuális,99,73,12,Kitűnő,Benzin,118491,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_comfort_magyarorszagi_118_000km-16530309
20,HONDA CIVIC 1.8 Type-S FN1,2890000,2011,9.166000000000167,Fekete,1799,Manuális,140,103,6,Kitűnő,Benzin,91600,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_type-s_fn1-16562400
21,HONDA CIVIC 1.8 Sport VEZ.SZ.KÖNYV-104eKM-1TULAJ-SÉR.MENTES !!,2890000,2011,9.333000000000084,Ezüst (metál),1799,Manuális,140,103,11,Kitűnő,Benzin,104000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_vez_sz_konyv-104ekm-1tulaj-ser_mentes-16567768
22,HONDA CIVIC 1.4 Sport,2890000,2012,8,Fekete (metál),1339,Manuális,99,73,6,Megkímélt,Benzin,90000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport-16568054
23,HONDA CIVIC 1.4 Sport,2890000,2012,8,Kék (metál),1339,Manuális,99,73,4,Normál,Benzin,77000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport-16568063
24,HONDA CIVIC 1.4 Sport,2890000,2012,8,Aranysárga (metál),1339,Manuális,99,73,8,Normál,Benzin,80000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport-16568102
25,HONDA CIVIC 1.4 Comfort Szervízkönyv,2860000,2012,8.416000000000167,Fehér,1339,Manuális,99,73,6,Kitűnő,Benzin,101973,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_comfort_szervizkonyv-16557682
26,HONDA CIVIC 1.8 Sport 165.750 km!!!,2850000,2012,8.166000000000167,Sárga (metál),1798,Manuális,141,104,12,Megkímélt,Benzin,165750,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_165_750_km-16153671
27,HONDA CIVIC 1.8 Executive (Automata) Sport . gyári fényezés. garanciával ingyenes szervízekkel akár önerő nélkül is,2799000,2010,10.75,Sötétszürke (metál),1799,Automata,140,103,8,Kitűnő,Benzin,108,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_executive_automata_sport_gyari_fenyezes_garanciaval_ingyenes_szervizekkel_akar_onero_nelkul_is-16479966
28,HONDA CIVIC 1.8 Sport,2795000,2011,9.083000000000084,Fekete,1799,Manuális,140,103,5,Normál,Benzin,178181,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport-16506406
29,HONDA CIVIC 1.8 Sport magyarországi,2790000,2010,10,Szürke (metál),1799,Manuális,140,103,5,Megkímélt,Benzin,85700,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_magyarorszagi-16401921
30,HONDA CIVIC 1.6 CTDi Comfort,2789000,2013,7.583000000000084,Fehér,1597,Manuális,120,88,11,Kitűnő,Dízel,129705,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_6_ctdi_comfort-15551107
31,HONDA CIVIC 1.8 Sport (Automata) FULL SZERVIZ,2749000,2011,9.583000000000084,Piros,1798,Automata,141,104,12,Kitűnő,Benzin,195310,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_automata_full_szerviz-16515452
32,HONDA CIVIC 1.8 Sport Special Edition GT,2749000,2010,10.5,Fekete,1799,Manuális,140,103,12,Normál,Benzin,149433,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_special_edition_gt-16540506
33,HONDA CIVIC 1.8 Sport BENZINES 136.000 Km,2699000,2011,9,Piros,1799,Manuális,140,103,12,Sérülésmentes,Benzin,136144,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_benzines_136_000_km-16412379
34,HONDA CIVIC 1.8 Sport TOLATÓKAMERA. MAGYAR AUTÓ.TÉLIGUMIK.KÉT KULCS.GYÖNGYHÁZ FEHÉR !,2696000,2012,8.416000000000167,Fehér (metál),1798,Manuális,141,104,12,Újszerű,Benzin,312000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_tolatokamera_magyar_auto_teligumik_ket_kulcs_gyongyhaz_feher-16405175
35,HONDA CIVIC 1.4 Comfort,2590000,2012,8.583000000000084,Fekete,1339,Manuális,99,73,11,Normál,Benzin,88131,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_comfort-16420007
36,HONDA CIVIC 1.8 Sport Special Edition VEZ.SZ.KÖNYV-100eKM-1TULAJDONOS !!,2690000,2010,10.25,Fekete (metál),1799,Manuális,140,103,11,Kitűnő,Benzin,100030,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_special_edition_vez_sz_konyv-100ekm-1tulajdonos-16564225
37,HONDA CIVIC 1.6 i-DTEC Elegance Navi sérülésmentes. szervizkönyves,2659000,2015,5.666000000000167,Ezüst (metál),1597,Manuális,120,88,12,Megkímélt,Dízel,292767,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_6_i-dtec_elegance_navi_serulesmentes_szervizkonyves-16491257
38,HONDA CIVIC 1.8 Sport,2650000,2012,8.75,Fehér,1798,Manuális,141,104,6,Kitűnő,Benzin,310000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport-15969630
39,HONDA CIVIC 1.4 Sport 75ezer Km!-Félbőr+Téli gumi alufelnire szerelve!,2650000,2011,9,Világosbarna (metál),1339,Manuális,99,73,12,Újszerű,Benzin,75900,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_75ezer_km-felbor_plusz_teli_gumi_alufelnire_szerelve-16357296
40,HONDA CIVIC 1.4 Comfort Friss műszaki. azonnal vihető!,2649000,2013,7.416000000000167,Sötétzöld,1339,Manuális,99,73,6,Normál,Benzin,179000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_comfort_friss_muszaki_azonnal_viheto-16042663
41,HONDA CIVIC 1.8 Sport TEMPOMAT-SZ.KÖNYV-ÚJ GUMIK-FÉLBŐR,2649000,2010,10.333000000000084,Piros (metál),1799,Manuális,140,103,12,Megkímélt,Benzin,160000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_tempomat-sz_konyv-uj_gumik-felbor-16548689
42,HONDA CIVIC 1.8 Sport Sérülésmentes,2625000,2011,9.083000000000084,Piros,1799,Manuális,140,103,12,Kitűnő,Benzin,154200,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_serulesmentes-16388468
43,HONDA CIVIC 1.4 Comfort Mo-i. szervizkönyv. 1 év garancia,2600000,2012,8.083000000000084,Aranysárga (metál),1339,Manuális,99,73,5,Normál,Benzin,196528,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_comfort_mo-i_szervizkonyv_1_ev_garancia-16516649
44,HONDA CIVIC 1.8 Type-S,2600000,2010,10.5,null,1799,Manuális,140,103,5,Kitűnő,Benzin,195000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_type-s-16523692
45,HONDA CIVIC 1.8 Sport 136 EZER KM / SZERVIZKÖNYV / 17 ALU / HOROG /,2599000,2010,10.416000000000167,null,1799,Manuális,140,103,12,Normál,Benzin,136000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_136_ezer_km_szervizkonyv_17_alu_horog-16320981
46,HONDA CIVIC 1.8 Sport MAKULÁTLAN ÁLLAPOTBAN! GARANTÁLT KM! KÉZI VÁLTÓ!,2598000,2013,7,Fekete (metál),1799,Manuális,140,103,9,Sérülésmentes,Benzin,253937,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_makulatlan_allapotban_garantalt_km_kezi_valto-16479571
47,HONDA CIVIC 1.4 Comfort,2590000,2013,7.583000000000084,Sötétszürke (metál),1339,Manuális,99,73,12,Sérülésmentes,Benzin,208000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_comfort-16491831
48,HONDA CIVIC 1.8 Sport MO-I ELSŐ FORGALOMBA HELYEZÉS,2550000,2011,9.583000000000084,Fekete (metál),1799,Manuális,140,103,11,Sérülésmentes,Benzin,268000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_mo-i_elso_forgalomba_helyezes-16140623
49,HONDA CIVIC 1.4 Sport,2530000,2011,9.583000000000084,Fekete (metál),1339,Manuális,99,73,12,Kitűnő,Benzin,107162,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport-16438995
50,HONDA CIVIC 1.4 Sport Szervízkönyv,2550000,2012,8,Fekete,1339,Manuális,99,73,6,Normál,Benzin,199560,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_szervizkonyv-16567986
51,HONDA CIVIC 1.4 Comfort,2500000,2013,7.25,Fekete,1339,Manuális,99,73,6,Újszerű,Benzin,214000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_comfort-16530225
52,HONDA CIVIC 1.8 Sport TEMPOMAT-ÜLÉSFŰTÉS-SZ.KÖNYV,2498000,2010,10,Piros (metál),1799,Manuális,140,103,12,Normál,Benzin,127000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_tempomat-ulesfutes-sz_konyv-16548709
53,HONDA CIVIC 2.2 CTDi Sport,2450000,2012,8.25,null,2199,Manuális,150,110,6,Kitűnő,Dízel,264000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_2_2_ctdi_sport-16243527
54,HONDA CIVIC 1.8 Type-S i-SHIFT,2450000,2010,10,Piros,1799,Automata,140,103,6,Újszerű,Benzin,161000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_type-s_i-shift-16351382
55,HONDA CIVIC 1.8 Sport Special Edition,2449900,2010,10.666000000000167,null,1799,Manuális,140,103,7,Normál,Benzin,178000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_special_edition-16287374
56,HONDA CIVIC 1.4 Sport Elegance . garanciával ingyenes szervízekkel akár önerő nélkül,2399000,2010,10.75,Bíborvörös (metál),1339,Manuális,99,73,8,Megkímélt,Benzin,125,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_elegance_garanciaval_ingyenes_szervizekkel_akar_onero_nelkul-16508846
57,HONDA CIVIC 1.4 Sport,2390000,2011,9.583000000000084,Sötétszürke (metál),1339,Manuális,99,73,12,Megkímélt,Benzin,177700,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport-16449642
58,HONDA CIVIC 1.4 Sport i-SHIFT,2390000,2011,9.083000000000084,Sötétszürke,1339,Automata,99,73,4,Kitűnő,Benzin,120325,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_i-shift-16531691
59,HONDA CIVIC 1.4 Sport GT EDITION. Sérülésmentes. 110.000 km!,2390000,2010,10.333000000000084,Piros,1339,Manuális,99,73,12,Sérülésmentes,Benzin,110000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_gt_edition_serulesmentes_110_000_km-16557374
60,HONDA CIVIC 1.4 Type-S,2390000,2011,9.583000000000084,null,1339,Manuális,99,73,7,Kitűnő,Benzin,105000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_type-s-16568067
61,HONDA CIVIC 1.4 Comfort,2380000,2011,9.333000000000084,Fekete (metál),1339,Manuális,99,73,12,Normál,Benzin,126000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_comfort-16556783
62,HONDA CIVIC 2.2 CTDi Sport Kamera Fűtött ülés Tempomat Vonóhorog,2350000,2012,8.333000000000084,Fehér (metál),2199,Manuális,150,110,11,Normál,Dízel,160211,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_2_2_ctdi_sport_kamera_futott_ules_tempomat_vonohorog-16542395
63,HONDA CIVIC 1.4 Type-S Magán szem. friss műsz. új nyári -téli gar,2299900,2011,9.333000000000084,null,1339,Manuális,99,73,6,Megkímélt,Benzin,214000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_type-s_magan_szem_friss_musz_uj_nyari_-teli_gar-16514143
64,HONDA CIVIC 1.4 Sport SZERVIZKÖNYV. DIGITÁLIS KLÍMA. TEMPOMAT. 2 ÉV FRISS MŰSZAKI VIZSGA,2299000,2011,9.666000000000167,Fekete (metál),1339,Manuális,99,73,11,Megkímélt,Benzin,123343,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_szervizkonyv_digitalis_klima_tempomat_2_ev_friss_muszaki_vizsga-16519002
65,HONDA CIVIC 1.8 Sport KILOMÉTER GARANCIÁVAL JÓ ÁLLAPOTBAN,2299000,2010,10.5,Piros,1799,Manuális,140,103,6,Normál,Benzin,174500,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_kilometer_garanciaval_jo_allapotban-16522315
66,HONDA CIVIC 1.4 Sport i-SHIFT 92.900km!,2299000,2010,10.666000000000167,Fekete,1339,Manuális,99,73,6,Megkímélt,Benzin,92900,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_i-shift_92_900km-16576518
67,HONDA CIVIC 1.8 Sport Magyarországi.Szervizkönyv,2295000,2011,9.25,Ezüst (metál),1799,Manuális,140,103,12,Megkímélt,Benzin,229400,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_magyarorszagi_szervizkonyv-16568402
68,HONDA CIVIC 1.8 Sport Sérülésmentes,2275000,2010,10.666000000000167,Ezüst (metál),1799,Manuális,140,103,12,Sérülésmentes,Benzin,180135,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_serulesmentes-16519307
69,HONDA CIVIC 1.4 Sport GT,2250000,2010,10.333000000000084,Fekete (metál),1339,Manuális,99,73,6,Újszerű,Benzin,98700,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_gt-16572954
70,HONDA CIVIC 1.4 Sport SZERVÍZKÖNYV,2249000,2010,9.916000000000167,Fekete (metál),1339,Manuális,99,73,6,Megkímélt,Benzin,81000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_szervizkonyv-16424079
71,HONDA CIVIC 1.4 Type-S,2200000,2010,10.416000000000167,Fekete (metál),1339,Manuális,99,73,6,Normál,Benzin,175600,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_type-s-16513093
72,HONDA CIVIC 1.8 Sport AZONNAL VIHETŐ!,2199000,2010,10.25,null,1799,Manuális,140,103,8,Kitűnő,Benzin,139000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_azonnal_viheto-16404879
73,HONDA CIVIC 1.4 Sport Tempomat! Klíma!,2150000,2010,10.5,Szürke,1339,Manuális,99,73,12,Normál,Benzin,156406,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_tempomat_klima-15587816
74,HONDA CIVIC 1.4 Sport Garantált 82000km,2190000,2010,10.333000000000084,Piros,1339,Manuális,99,73,12,Megkímélt,Benzin,82309,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_garantalt_82000km-16426265
75,HONDA CIVIC 1.4 Sport TEMPOMAT-PARKRADAR-MULTIKORMÁNY,2190000,2011,9.25,Fehér (metál),1339,Manuális,99,73,11,Normál,Benzin,129895,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_tempomat-parkradar-multikormany-16547497
76,HONDA CIVIC 1.4 Comfort KIFOGÁSTALAN GYÖNYÖRŰ ÁLLAPOT!,2150000,2011,9.583000000000084,Piros (metál),1339,Manuális,99,73,10,Megkímélt,Benzin,190000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_comfort_kifogastalan_gyonyoru_allapot-16413224
77,HONDA CIVIC 1.4 Sport Tempomat. új téli garnitúra,2099000,2011,9.75,Ezüst (metál),1339,Manuális,99,73,12,Normál,Benzin,158500,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_tempomat_uj_teli_garnitura-16490320
78,HONDA CIVIC 1.4 Comfort,2099000,2011,9.666000000000167,Piros,1339,Manuális,99,73,12,Kitűnő,Benzin,136800,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_comfort-16528575
79,HONDA CIVIC 1.4 Sport,2090000,2010,10.666000000000167,null,1339,Manuális,99,73,12,Megkímélt,Benzin,131745,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport-15625850
80,HONDA CIVIC 1.4 Sport,2089000,2010,10.5,Fekete (metál),1339,Manuális,99,73,4,Megkímélt,Benzin,115879,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport-16463396
81,HONDA CIVIC 1.4 Sport AKCIÓ ! JÓ ÁLLAPOTBAN KÉT ÉV MŰSZAKIVAL,1999000,2010,10.666000000000167,Ezüst (metál),1339,Manuális,99,73,6,Normál,Benzin,151200,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_akcio_jo_allapotban_ket_ev_muszakival-16261345
82,HONDA CIVIC 1.4 Sport Szervízkönyv!,1990000,2010,10,Piros (metál),1339,Manuális,99,73,9,Megkímélt,Benzin,127000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_szervizkonyv-16465468
83,HONDA CIVIC 1.4 Sport,1990000,2010,10.416000000000167,Piros,1339,Manuális,99,73,11,Megkímélt,Benzin,174000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport-16533441
84,HONDA CIVIC 1.4 Sport SZERVIZKÖNYV,1990000,2010,10.166000000000167,Piros (metál),1339,Manuális,99,73,12,Megkímélt,Benzin,178000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_szervizkonyv-16541878
85,HONDA CIVIC 1.4 Sport,1990000,2010,10.083000000000084,Piros,1339,Manuális,99,73,10,Megkímélt,Benzin,120000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport-16556119
86,HONDA CIVIC 1.4 Sport KLÍMA / CD,1980000,2010,10.75,Fekete (metál),1339,Manuális,99,73,11,Kitűnő,Benzin,199000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_klima_cd-16575596
87,HONDA CIVIC 1.4 Sport i-SHIFT,1949000,2010,10.333000000000084,Ezüst,1339,Automata,99,73,11,Normál,Benzin,188000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_i-shift-16185329
88,HONDA CIVIC 1.4 Type-S / Digitklíma/ Tempomat B-17,1949000,2011,9.583000000000084,Kék (metál),1339,Manuális,99,73,12,Normál,Benzin,173933,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_type-s_digitklima_tempomat_b-17-16334812
89,HONDA CIVIC 1.4 Sport i-SHIFT Citi.Elegance. Magyar Sz.könyv !,1899000,2010,10.75,Ezüst (metál),1339,Manuális,99,73,6,Megkímélt,Benzin,131000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_i-shift_citi_elegance_magyar_sz_konyv-16484483
90,HONDA CIVIC 1.4 Sport 135000 km,1899000,2011,9.583000000000084,Piros,1339,Manuális,99,73,10,Megkímélt,Benzin,135400,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_135000_km-16556034
91,HONDA CIVIC 1.4 Sport DIGIT-KLIMA.TÉLI KERÉK GARNITURA,1850000,2010,10.166000000000167,Piros,1339,Manuális,99,73,5,Normál,Benzin,155000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_digit-klima_teli_kerek_garnitura-16547688
92,HONDA CIVIC 1.4 Sport i-SHIFT,1810000,2010,10.25,Ezüst (metál),1339,Automata,99,73,6,Normál,Benzin,183000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_sport_i-shift-16575497
93,HONDA CIVIC 2.2 CTDi Executive DIGITKLÍMA-PANORÁMATETŐ,1795900,2010,10.416000000000167,Piros,2204,Manuális,140,103,12,Normál,Dízel,173311,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_2_2_ctdi_executive_digitklima-panoramateto-16269759
94,HONDA CIVIC 1.0 T Elegance Navi CVT ÚJKORI MAGYAR - FULL EXTRA + AUTOMATA!,5699999,2017,2.8330000000000837,Sötétszürke (metál),988,Automata,129,95,12,Normál,Benzin,58600,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_0_t_elegance_navi_cvt_ujkori_magyar_-_full_extra_plusz_automata-16569678
95,HONDA CIVIC 1.6 i-DTEC Sport Navi,4190000,2016,3.9160000000001673,Sötétszürke (metál),1597,Manuális,120,88,12,Sérülésmentes,Dízel,110000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_6_i-dtec_sport_navi-16556014
96,HONDA CIVIC 1.8 Lifestyle,3990000,2014,6.333000000000084,Világosbarna (metál),1798,Manuális,141,104,12,Újszerű,Benzin,58300,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_lifestyle-16569121
97,HONDA CIVIC 1.8 Sport / ÚJSZERŰ / SÉRÜLÉSMENTES / 75 E KM /,3799000,2013,7.166000000000167,Ezüst (metál),1798,Manuális,141,104,12,Kitűnő,Benzin,74238,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_ujszeru_serulesmentes_75_e_km-16419629
98,HONDA CIVIC 1.8 Sport / SÉRÜLÉSMENTES / IGAZOLT SZERVIZMÚLT /,3699000,2013,7.75,Barna (metál),1798,Manuális,141,104,12,Kitűnő,Benzin,74468,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_serulesmentes_igazolt_szervizmult-16507185
99,HONDA CIVIC 1.4 Comfort SÉRÜLÉSMENTES!,3495000,2015,5.583000000000084,Fekete (metál),1339,Manuális,99,73,12,Sérülésmentes,Benzin,65400,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_4_comfort_serulesmentes-16573636
100,HONDA CIVIC 1.8 Sport (Automata),3449000,2012,8.416000000000167,Fehér (metál),1798,Automata,141,104,9,Kitűnő,Benzin,87000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_1_8_sport_automata-15969053
101,HONDA CIVIC 2.2 CTDi Executive Panoráma.Bőr.Kamera full extra,3190000,2012,8.416000000000167,Ezüst (metál),2199,Manuális,150,110,12,Kitűnő,Dízel,117000,https://www.hasznaltauto.hu/szemelyauto/honda/civic/honda_civic_2_2_ctdi_executive_panorama_bor_kamera_full_extra-16562820
